Vehicle_ID,Frame_ID,Tot_Frames,Epoch_ms,Local_X,Local_Y,Global_X,Global_Y,Veh_Len,Veh_Wid,Veh_Class,Veh_Velocity,Vehicle_Acc,Lane_ID,Org_Zone,Dest_Zone,Intersection,Section,Direction,Movement,Preceding_Veh,Following_Veh,Spacing,Headway
2,45,1707,1163034800,5.763,267.431,2230541.422,1375798.664,14,7,2,24.6,10.59,1,102,214,0,2,2,1,0,15,0,0
2,46,1707,1163034900,5.703,269.958,2230541.59,1375801.201,14,7,2,25.81,10.27,1,102,214,0,2,2,1,0,15,0,0
2,47,1707,1163035000,5.705,272.603,2230541.802,1375803.828,14,7,2,27.17,11.44,1,102,214,0,2,2,1,0,15,0,0
2,48,1707,1163035100,5.733,275.389,2230542.097,1375806.667,14,7,2,28.55,11.19,1,102,214,0,2,2,1,0,15,0,0
2,49,1707,1163035200,5.742,278.326,2230542.357,1375809.48,14,7,2,30.04,11.16,1,102,214,0,2,2,1,0,15,0,0
2,50,1707,1163035300,5.732,281.425,2230542.566,1375812.572,14,7,2,31.78,11.25,1,102,214,0,2,2,1,0,15,0,0
2,51,1707,1163035400,5.732,284.7,2230542.84,1375815.813,14,7,2,33.69,11.53,1,102,214,0,2,2,1,0,15,0,0
2,52,1707,1163035500,5.771,288.137,2230543.188,1375819.264,14,7,2,35.29,11.38,1,102,214,0,2,2,1,0,15,0,0
2,53,1707,1163035600,5.837,291.752,2230543.571,1375822.984,14,7,2,36.3,6.36,1,102,214,0,2,2,1,0,13,0,0
2,54,1707,1163035700,5.901,295.457,2230543.939,1375826.636,14,7,2,36.71,0.4,1,102,214,0,2,2,1,0,13,0,0
2,55,1707,1163035800,5.961,299.172,2230544.306,1375830.287,14,7,2,36.41,-5.56,1,102,214,0,2,2,1,0,13,0,0
2,56,1707,1163035900,6.03,302.797,2230544.673,1375833.938,14,7,2,35.29,-11.2,1,102,214,0,2,2,1,0,13,0,0
2,57,1707,1163036000,6.103,306.198,2230545.062,1375837.565,14,7,2,33.3,-11.26,1,102,214,0,2,2,1,0,13,0,0
2,58,1707,1163036100,6.16,309.408,2230545.399,1375840.688,14,7,2,30.91,-11.32,1,102,214,0,2,2,1,0,13,0,0
2,59,1707,1163036200,6.193,312.443,2230545.662,1375843.586,14,7,2,29.24,-10.47,1,102,214,0,2,2,1,0,13,0,0
2,60,1707,1163036300,6.218,315.174,2230545.894,1375846.187,14,7,2,29.24,10.63,1,102,214,0,2,2,1,0,13,0,0
2,61,1707,1163036400,6.27,318.209,2230546.193,1375849.084,14,7,2,30.92,11.51,1,102,214,0,2,2,1,0,13,0,0
2,62,1707,1163036500,6.359,321.418,2230546.551,1375852.203,14,7,2,33.29,11.3,1,102,214,0,2,2,1,0,13,0,0
2,63,1707,1163036600,6.465,324.818,2230546.975,1375855.827,14,7,2,35.27,11.2,1,102,214,0,2,2,1,0,13,0,0
2,64,1707,1163036700,6.567,328.446,2230547.375,1375859.473,14,7,2,36.35,4.87,1,102,214,0,2,2,1,0,13,0,0
2,65,1707,1163036800,6.661,332.142,2230547.775,1375863.118,14,7,2,36.66,-0.15,1,102,214,0,2,2,1,0,13,0,0
2,66,1707,1163036900,6.751,335.811,2230548.175,1375866.763,14,7,2,36.65,-0.34,1,102,214,0,2,2,1,0,13,0,0
2,67,1707,1163037000,6.857,339.456,2230548.575,1375870.408,14,7,2,36.77,1.11,1,102,214,0,2,2,1,0,13,0,0
2,68,1707,1163037100,6.942,343.1,2230548.975,1375874.052,14,7,2,37.38,7.44,1,102,214,0,2,2,1,0,13,0,0
2,69,1707,1163037200,6.922,346.898,2230549.378,1375877.661,14,7,2,38.67,12.27,1,102,214,0,2,2,1,0,13,0,0
2,70,1707,1163037300,6.816,350.856,2230549.584,1375881.639,14,7,2,40.41,12.27,1,102,214,0,2,2,1,0,13,0,0
2,71,1707,1163037400,6.63,354.951,2230549.701,1375885.781,14,7,2,41.82,11.38,1,102,214,0,2,2,1,0,13,0,0
2,72,1707,1163037500,6.308,359.271,2230549.678,1375890.241,14,7,2,42.14,-5.14,1,102,214,0,2,2,1,0,13,0,0
2,73,1707,1163037600,6.081,363.495,2230549.773,1375894.455,14,7,2,41.3,-12.27,1,102,214,0,2,2,1,0,13,0,0
2,74,1707,1163037700,5.933,367.557,2230549.939,1375898.567,14,7,2,39.96,-12.27,1,102,214,0,2,2,1,0,13,0,0
2,75,1707,1163037800,5.86,371.474,2230550.292,1375902.34,14,7,2,38.91,-9.01,1,102,214,0,2,2,1,0,13,0,0
2,76,1707,1163037900,5.885,375.286,2230550.64,1375906.156,14,7,2,38.39,-0.64,1,102,214,0,2,2,1,0,13,0,0
2,77,1707,1163038000,5.923,379.099,2230550.987,1375909.972,14,7,2,38.29,0.35,1,102,214,0,2,2,1,0,13,0,0
2,78,1707,1163038100,5.948,382.933,2230551.335,1375913.788,14,7,2,38.31,0,1,102,214,0,2,2,1,0,13,0,0
2,79,1707,1163038200,5.974,386.764,2230551.683,1375917.603,14,7,2,38.31,0,1,102,214,0,2,2,1,0,13,0,0
2,80,1707,1163038300,6,390.595,2230552.031,1375921.419,14,7,2,38.31,0,1,102,214,0,2,2,1,0,13,0,0
2,81,1707,1163038400,6.026,394.426,2230552.379,1375925.234,14,7,2,38.31,0,1,102,214,0,2,2,1,0,13,0,0
2,82,1707,1163038500,6.052,398.257,2230552.726,1375929.049,14,7,2,38.31,0,1,102,214,0,2,2,1,0,13,0,0
2,83,1707,1163038600,6.077,402.09,2230553.074,1375932.864,14,7,2,38.29,-0.24,1,102,214,0,2,2,1,0,13,0,0
2,84,1707,1163038700,6.104,405.918,2230553.422,1375936.68,14,7,2,38.27,-0.22,1,102,214,0,2,2,1,0,13,0,0
2,85,1707,1163038800,6.14,409.729,2230553.77,1375940.495,14,7,2,38.38,1.75,1,102,214,0,2,2,1,0,13,0,0
2,86,1707,1163038900,6.174,413.547,2230554.129,1375944.278,14,7,2,38.82,5.76,1,102,214,0,2,2,1,0,13,0,0
2,87,1707,1163039000,6.176,417.43,2230554.477,1375948.117,14,7,2,39.69,12.27,1,102,214,0,2,2,1,0,13,0,0
2,88,1707,1163039100,6.107,421.466,2230554.749,1375952.142,14,7,2,40.94,12.27,1,102,214,0,2,2,1,0,13,0,0
2,89,1707,1163039200,5.986,425.615,2230554.976,1375956.284,14,7,2,42.17,12.21,1,102,214,0,2,2,1,0,13,0,0
2,90,1707,1163039300,5.792,429.942,2230555.127,1375960.611,14,7,2,42.76,3.27,1,102,214,0,2,2,1,0,13,0,0
2,91,1707,1163039400,5.568,434.299,2230555.265,1375965.045,14,7,2,42.42,-9.29,1,102,214,0,2,2,1,0,13,0,0
2,92,1707,1163039500,5.354,438.477,2230555.417,1375969.282,14,7,2,41.15,-11.38,1,102,214,0,2,2,1,0,13,0,0
2,93,1707,1163039600,5.169,442.49,2230555.573,1375973.298,14,7,2,39.29,-11.42,1,102,214,0,2,2,1,0,13,0,0
2,94,1707,1163039700,5.011,446.328,2230555.734,1375977.13,14,7,2,37.44,-11.35,1,102,214,0,2,2,1,0,13,0,0
2,95,1707,1163039800,4.871,450.015,2230555.901,1375980.741,14,7,2,36.06,-11.26,1,102,214,0,2,2,1,0,13,0,0
2,96,1707,1163039900,4.748,453.516,2230556.068,1375984.187,14,7,2,35.25,-4.38,1,102,214,0,2,2,1,0,13,0,0
2,97,1707,1163040000,4.62,456.986,2230556.235,1375987.684,14,7,2,34.97,-0.19,1,102,214,0,2,2,1,0,13,0,0
2,98,1707,1163040100,4.493,460.474,2230556.402,1375991.18,14,7,2,34.97,0.42,1,102,214,0,2,2,1,0,13,0,0
2,99,1707,1163040200,4.364,463.975,2230556.568,1375994.676,14,7,2,35,0,1,102,214,0,2,2,1,0,13,0,0
2,100,1707,1163040300,4.237,467.472,2230556.735,1375998.172,14,7,2,35,0,1,102,214,0,2,2,1,0,13,0,0
2,101,1707,1163040400,4.108,470.97,2230556.901,1376001.668,14,7,2,35,0,1,102,214,0,2,2,1,0,13,0,0
2,102,1707,1163040500,3.981,474.466,2230557.068,1376005.164,14,7,2,35.01,0.24,1,102,214,0,2,2,1,0,13,0,0
2,103,1707,1163040600,3.854,477.968,2230557.235,1376008.66,14,7,2,35.02,-0.04,1,102,214,0,2,2,1,0,13,0,0
2,104,1707,1163040700,3.725,481.488,2230557.401,1376012.156,14,7,2,34.83,-3.08,1,102,214,0,2,2,1,0,13,0,0
2,105,1707,1163040800,3.596,484.993,2230557.569,1376015.681,14,7,2,34.18,-9.27,1,102,214,0,2,2,1,0,13,0,0
2,106,1707,1163040900,3.477,488.365,2230557.739,1376019.122,14,7,2,33.1,-11.21,1,102,214,0,2,2,1,0,13,0,0
2,107,1707,1163041000,3.358,491.613,2230557.891,1376022.34,14,7,2,32.05,-9.77,1,102,214,0,2,2,1,0,13,0,0
2,108,1707,1163041100,3.243,494.709,2230558.031,1376025.366,14,7,2,31.55,-0.49,1,102,214,0,2,2,1,0,13,0,0
2,109,1707,1163041200,3.127,497.821,2230558.176,1376028.467,14,7,2,31.67,4.75,1,102,214,0,2,2,1,0,13,0,0
2,110,1707,1163041300,3.012,501.035,2230558.332,1376031.679,14,7,2,31.81,-2.17,1,102,214,0,2,2,1,0,13,0,0
2,111,1707,1163041400,2.87,504.275,2230558.47,1376035.006,14,7,2,31.33,-10.69,1,102,214,0,2,2,1,0,13,0,0
2,112,1707,1163041500,2.808,507.355,2230558.669,1376038.104,14,7,2,30.14,-10.02,1,102,214,0,2,2,1,0,13,0,0
2,113,1707,1163041600,2.866,510.297,2230558.972,1376041.009,14,7,2,28.68,-10.02,1,102,214,0,2,2,1,0,13,0,0
2,114,1707,1163041700,3.021,513.099,2230559.359,1376043.75,14,7,2,27.49,-8.61,1,102,214,0,2,2,1,0,13,0,0
2,115,1707,1163041800,3.287,515.756,2230559.845,1376046.352,14,7,2,26.83,1.98,1,102,214,0,2,2,1,0,13,0,0
2,116,1707,1163041900,3.636,518.375,2230560.413,1376048.932,14,7,2,26.57,2.03,1,102,214,0,2,2,1,0,13,0,0
2,117,1707,1163042000,3.959,521.001,2230560.957,1376051.534,14,7,2,26.54,0.29,1,102,214,0,2,2,1,0,13,0,0
2,118,1707,1163042100,4.282,523.639,2230561.501,1376054.137,14,7,2,26.55,-0.09,1,102,214,0,2,2,1,0,13,0,0
2,119,1707,1163042200,4.606,526.274,2230562.045,1376056.74,14,7,2,26.55,0.22,1,102,214,0,2,2,1,0,13,0,0
2,120,1707,1163042300,4.935,528.907,2230562.589,1376059.343,14,7,2,26.55,0.25,1,102,214,0,2,2,1,0,13,0,0
2,121,1707,1163042400,5.267,531.541,2230563.133,1376061.946,14,7,2,26.57,0.27,1,102,214,0,2,2,1,0,13,0,0
2,122,1707,1163042500,5.599,534.178,2230563.677,1376064.549,14,7,2,26.59,0.12,1,102,214,0,2,2,1,0,13,0,0
2,123,1707,1163042600,5.931,536.818,2230564.221,1376067.152,14,7,2,26.59,0,1,102,214,0,2,2,1,0,13,0,0
2,124,1707,1163042700,6.263,539.456,2230564.765,1376069.755,14,7,2,26.59,0,1,102,214,0,2,2,1,19,13,1533.75,57.68
2,125,1707,1163042800,6.595,542.094,2230565.309,1376072.357,14,7,2,26.59,0,1,102,214,0,2,2,1,0,13,0,0
2,126,1707,1163042900,6.926,544.732,2230565.852,1376074.96,14,7,2,26.59,0,1,102,214,0,2,2,1,0,13,0,0
2,127,1707,1163043000,7.258,547.37,2230566.396,1376077.563,14,7,2,26.59,0,1,102,214,0,2,2,1,0,13,0,0
2,128,1707,1163043100,7.59,550.009,2230566.94,1376080.166,14,7,2,26.59,0,1,102,214,0,2,2,1,0,13,0,0
2,129,1707,1163043200,7.921,552.645,2230567.484,1376082.769,14,7,2,26.62,0.36,1,102,214,0,2,2,1,0,13,0,0
2,130,1707,1163043300,8.256,555.289,2230568.028,1376085.372,14,7,2,26.63,0.15,1,102,214,0,2,2,1,0,13,0,0
2,131,1707,1163043400,8.597,557.951,2230568.572,1376087.975,14,7,2,26.45,-3.06,1,102,214,0,2,2,1,0,13,0,0
2,132,1707,1163043500,8.931,560.597,2230569.134,1376090.615,14,7,2,25.85,-9.01,1,102,214,0,2,2,1,0,13,0,0
2,133,1707,1163043600,9.228,563.128,2230569.648,1376093.166,14,7,2,24.72,-12.27,1,102,214,0,2,2,1,0,13,0,0
2,134,1707,1163043700,9.46,565.507,2230570.072,1376095.52,14,7,2,23.19,-12.27,1,102,214,0,2,2,1,0,13,0,0
2,135,1707,1163043800,9.638,567.748,2230570.43,1376097.737,14,7,2,21.66,-12.27,1,102,214,0,2,2,1,0,13,0,0
2,136,1707,1163043900,9.751,569.835,2230570.698,1376099.757,14,7,2,20.56,-8.98,1,102,214,0,2,2,1,0,13,0,0
2,137,1707,1163044000,9.829,571.803,2230570.918,1376101.688,14,7,2,20.02,-2.37,1,102,214,0,2,2,1,0,13,0,0
2,138,1707,1163044100,9.899,573.766,2230571.156,1376103.657,14,7,2,19.96,1.67,1,102,214,0,2,2,1,0,13,0,0
2,139,1707,1163044200,9.969,575.772,2230571.394,1376105.625,14,7,2,20.06,0.98,1,102,214,0,2,2,1,0,13,0,0
2,140,1707,1163044300,10.035,577.793,2230571.632,1376107.594,14,7,2,20.08,-0.86,1,102,214,0,2,2,1,0,13,0,0
2,141,1707,1163044400,10.095,579.804,2230571.87,1376109.562,14,7,2,20,-1.56,1,102,214,0,2,2,1,0,13,0,0
2,142,1707,1163044500,10.154,581.792,2230572.108,1376111.53,14,7,2,19.88,-0.83,1,102,214,0,2,2,1,0,13,0,0
2,143,1707,1163044600,10.214,583.768,2230572.347,1376113.499,14,7,2,19.83,0,2,102,214,0,2,2,1,0,21,0,0
2,144,1707,1163044700,10.273,585.75,2230572.585,1376115.467,14,7,2,19.83,0,2,102,214,0,2,2,1,0,21,0,0
2,145,1707,1163044800,10.332,587.732,2230572.823,1376117.435,14,7,2,19.83,0.06,2,102,214,0,2,2,1,0,21,0,0
2,146,1707,1163044900,10.393,589.713,2230573.061,1376119.404,14,7,2,19.83,-0.09,2,102,214,0,2,2,1,0,21,0,0
2,147,1707,1163045000,10.455,591.695,2230573.302,1376121.372,14,7,2,19.83,-0.53,2,102,214,0,2,2,1,0,21,0,0
2,148,1707,1163045100,10.512,593.677,2230573.54,1376123.34,14,7,2,19.83,-1.07,2,102,214,0,2,2,1,0,21,0,0
2,149,1707,1163045200,10.556,595.659,2230573.764,1376125.31,14,7,2,19.82,-1.31,2,102,214,0,2,2,1,0,21,0,0
2,150,1707,1163045300,10.584,597.642,2230573.971,1376127.282,14,7,2,19.82,-1.03,2,102,214,0,2,2,1,0,21,0,0
2,151,1707,1163045400,10.602,599.624,2230574.164,1376129.255,14,7,2,19.83,-0.64,2,102,214,0,2,2,1,0,21,0,0
2,152,1707,1163045500,10.613,601.594,2230574.355,1376131.229,14,7,2,19.95,1.96,2,102,214,0,2,2,1,0,21,0,0
2,153,1707,1163045600,10.618,603.59,2230574.549,1376133.202,14,7,2,20.23,3.68,2,102,214,0,2,2,1,0,21,0,0
2,154,1707,1163045700,10.627,605.642,2230574.726,1376135.179,14,7,2,20.41,2.98,2,102,214,0,2,2,1,0,21,0,0
2,155,1707,1163045800,10.657,607.713,2230574.943,1376137.152,14,7,2,20.39,4.37,2,102,214,0,2,2,1,0,21,0,0
2,156,1707,1163045900,10.758,609.758,2230575.247,1376139.111,14,7,2,20.17,2.67,2,102,214,0,2,2,1,0,21,0,0
2,157,1707,1163046000,10.911,611.74,2230575.611,1376141.05,14,7,2,19.88,3.88,2,102,214,0,2,2,1,0,21,0,0
2,158,1707,1163046100,11.139,613.686,2230576.08,1376142.973,14,7,2,19.8,0.53,2,102,214,0,2,2,1,0,21,0,0
2,159,1707,1163046200,11.366,615.675,2230576.547,1376144.895,14,7,2,19.68,-5.1,2,102,214,0,2,2,1,0,21,0,0
2,160,1707,1163046300,11.513,617.683,2230576.911,1376146.836,14,7,2,18.86,-12.27,2,102,214,0,2,2,1,0,21,0,0
2,161,1707,1163046400,11.611,619.433,2230577.206,1376148.856,14,7,2,16.93,-12.26,2,102,214,0,2,2,1,0,21,0,0
2,162,1707,1163046500,11.639,620.944,2230577.417,1376150.454,14,7,2,13.84,-11.63,2,102,214,0,2,2,1,0,21,0,0
2,163,1707,1163046600,11.639,622.126,2230577.549,1376151.654,14,7,2,9.94,-11.34,2,102,214,0,2,2,1,0,21,0,0
2,164,1707,1163046700,11.621,622.931,2230577.625,1376152.431,14,7,2,6.04,-11.19,2,102,214,0,2,2,1,0,21,0,0
2,165,1707,1163046800,11.602,623.406,2230577.632,1376152.804,14,7,2,2.94,-11.22,2,102,214,0,2,2,1,0,21,0,0
2,166,1707,1163046900,11.593,623.64,2230577.628,1376152.762,14,7,2,1.01,-11.23,2,102,214,0,2,2,1,0,21,0,0
2,167,1707,1163047000,11.597,623.619,2230577.636,1376152.768,14,7,2,0.18,-2.34,2,102,214,0,2,2,1,0,21,0,0
2,168,1707,1163047100,11.606,623.601,2230577.643,1376152.774,14,7,2,0.07,0.42,2,102,214,0,2,2,1,0,21,0,0
2,169,1707,1163047200,11.612,623.611,2230577.65,1376152.78,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,170,1707,1163047300,11.618,623.618,2230577.657,1376152.786,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,171,1707,1163047400,11.625,623.624,2230577.664,1376152.792,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,172,1707,1163047500,11.632,623.631,2230577.672,1376152.798,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,173,1707,1163047600,11.638,623.638,2230577.679,1376152.804,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,174,1707,1163047700,11.645,623.645,2230577.686,1376152.81,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,175,1707,1163047800,11.651,623.652,2230577.693,1376152.816,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,176,1707,1163047900,11.657,623.658,2230577.7,1376152.822,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,177,1707,1163048000,11.664,623.665,2230577.707,1376152.828,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,178,1707,1163048100,11.671,623.672,2230577.715,1376152.834,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,179,1707,1163048200,11.677,623.679,2230577.722,1376152.84,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,180,1707,1163048300,11.683,623.685,2230577.729,1376152.846,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,181,1707,1163048400,11.69,623.692,2230577.736,1376152.852,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,182,1707,1163048500,11.696,623.699,2230577.743,1376152.858,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,183,1707,1163048600,11.703,623.706,2230577.751,1376152.864,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,184,1707,1163048700,11.71,623.712,2230577.758,1376152.87,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,185,1707,1163048800,11.716,623.719,2230577.765,1376152.876,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,186,1707,1163048900,11.722,623.726,2230577.772,1376152.882,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,187,1707,1163049000,11.728,623.733,2230577.779,1376152.888,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,188,1707,1163049100,11.735,623.739,2230577.786,1376152.894,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,189,1707,1163049200,11.742,623.745,2230577.794,1376152.899,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,190,1707,1163049300,11.748,623.752,2230577.801,1376152.905,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,191,1707,1163049400,11.755,623.759,2230577.808,1376152.911,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,192,1707,1163049500,11.761,623.765,2230577.815,1376152.917,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,193,1707,1163049600,11.768,623.772,2230577.822,1376152.923,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,194,1707,1163049700,11.774,623.779,2230577.83,1376152.929,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,195,1707,1163049800,11.781,623.786,2230577.837,1376152.935,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,196,1707,1163049900,11.787,623.793,2230577.844,1376152.941,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,197,1707,1163050000,11.793,623.799,2230577.851,1376152.947,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,198,1707,1163050100,11.8,623.806,2230577.858,1376152.953,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,199,1707,1163050200,11.807,623.813,2230577.866,1376152.959,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,200,1707,1163050300,11.813,623.82,2230577.873,1376152.965,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,201,1707,1163050400,11.82,623.826,2230577.88,1376152.971,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,202,1707,1163050500,11.826,623.833,2230577.887,1376152.977,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,203,1707,1163050600,11.832,623.84,2230577.894,1376152.983,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,204,1707,1163050700,11.839,623.847,2230577.901,1376152.989,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,205,1707,1163050800,11.845,623.853,2230577.909,1376152.995,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,206,1707,1163050900,11.852,623.86,2230577.916,1376153.001,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,207,1707,1163051000,11.858,623.866,2230577.923,1376153.006,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,208,1707,1163051100,11.865,623.873,2230577.93,1376153.012,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,209,1707,1163051200,11.871,623.879,2230577.937,1376153.018,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,210,1707,1163051300,11.878,623.886,2230577.945,1376153.024,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,211,1707,1163051400,11.885,623.893,2230577.952,1376153.03,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,212,1707,1163051500,11.891,623.9,2230577.959,1376153.036,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,213,1707,1163051600,11.897,623.906,2230577.966,1376153.042,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,214,1707,1163051700,11.903,623.913,2230577.973,1376153.048,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,215,1707,1163051800,11.91,623.92,2230577.98,1376153.054,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,216,1707,1163051900,11.917,623.927,2230577.988,1376153.06,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,217,1707,1163052000,11.923,623.933,2230577.995,1376153.066,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,218,1707,1163052100,11.93,623.94,2230578.002,1376153.072,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,219,1707,1163052200,11.936,623.947,2230578.009,1376153.078,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,220,1707,1163052300,11.943,623.954,2230578.016,1376153.084,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,221,1707,1163052400,11.949,623.96,2230578.024,1376153.089,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,222,1707,1163052500,11.956,623.966,2230578.031,1376153.095,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,223,1707,1163052600,11.962,623.973,2230578.038,1376153.101,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,224,1707,1163052700,11.969,623.98,2230578.045,1376153.107,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,225,1707,1163052800,11.975,623.987,2230578.052,1376153.113,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,226,1707,1163052900,11.981,623.993,2230578.059,1376153.119,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,227,1707,1163053000,11.988,624,2230578.067,1376153.125,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,228,1707,1163053100,11.995,624.007,2230578.074,1376153.131,14,7,2,0.1,0,2,102,214,0,2,2,1,0,21,0,0
2,229,1707,1163053200,12.001,624.014,2230578.081,1376153.137,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
2,230,1707,1163053300,12.007,624.02,2230578.088,1376153.143,14,7,2,0.09,0,2,102,214,0,2,2,1,0,21,0,0
